Applicant_ID,Applicant_Income,Coapplicant_Income,Employment_Status,Age,Marital_Status,Dependents,Credit_Score,Existing_Loans,DTI_Ratio,Savings,Collateral_Value,Loan_Amount,Loan_Term,Loan_Purpose,Property_Area,Education_Level,Gender,Employer_Category,Loan_Approved
500,18000.0,4000.0,Contract,55.0,Single,0.0,735.0,1.0,0.178,0.0,15000.0,195000.0,84.0,Personal,Rural,Not Graduate,Male,Public,No
501,153000.0,20000.0,Self-employed,28.0,Married,4.0,674.0,4.0,0.351,715000.0,3720000.0,4225000.0,240.0,Home,Semiurban,Not Graduate,Male,Government,No
502,107500.0,24000.0,Salaried,27.0,Married,3.0,810.0,2.0,0.243,880000.0,1185000.0,1070000.0,60.0,Car,Semiurban,Not Graduate,Male,Public,Yes
503,32000.0,5000.0,Self-employed,40.0,Married,1.0,760.0,4.0,0.588,0.0,175000.0,325000.0,36.0,Personal,Semiurban,Not Graduate,Male,Private,Yes
504,18000.0,0.0,Contract,45.0,Married,1.0,621.0,2.0,1.5,185000.0,13500000.0,12425000.0,120.0,Business,Urban,Graduate,Female,Private,No
505,15000.0,8500.0,Salaried,56.0,Married,1.0,559.0,2.0,1.5,205000.0,8325000.0,5045000.0,180.0,Home,Rural,Not Graduate,Male,Other,No
506,36500.0,9500.0,Salaried,40.0,Married,4.0,641.0,4.0,1.263,50000.0,1850000.0,2465000.0,60.0,Education,Semiurban,Graduate,Male,Other,No
507,338000.0,35500.0,Salaried,28.0,Single,1.0,611.0,5.0,0.443,1660000.0,1685000.0,1015000.0,300.0,Home,Semiurban,Graduate,Male,Public,No
508,76000.0,17500.0,Salaried,65.0,Single,2.0,809.0,5.0,0.314,315000.0,255000.0,310000.0,120.0,Education,Rural,Graduate,Male,Other,Yes
509,36000.0,2000.0,Self-employed,61.0,Single,3.0,689.0,3.0,0.751,50000.0,1070000.0,1445000.0,84.0,Education,Urban,Graduate,Female,Private,No
510,78000.0,24500.0,Salaried,50.0,Single,0.0,751.0,2.0,0.71,635000.0,655000.0,4410000.0,120.0,Education,Rural,Graduate,Male,Private,No
511,17000.0,3000.0,Salaried,52.0,Single,1.0,671.0,1.0,0.524,0.0,640000.0,690000.0,120.0,Business,Rural,Graduate,Male,Private,Yes
512,44000.0,5500.0,Salaried,63.0,Single,0.0,678.0,1.0,0.481,390000.0,950000.0,990000.0,60.0,Car,Urban,Graduate,Male,Public,No
513,59500.0,1500.0,Contract,42.0,Single,2.0,688.0,4.0,0.42,370000.0,1640000.0,1225000.0,360.0,Home,Urban,Graduate,Female,Public,No
514,51500.0,8500.0,Contract,27.0,Single,1.0,762.0,1.0,0.344,570000.0,2265000.0,1900000.0,360.0,Home,Semiurban,Graduate,Male,Other,Yes
515,99500.0,32500.0,Salaried,48.0,Single,4.0,710.0,3.0,0.205,1040000.0,405000.0,595000.0,72.0,Personal,Urban,Not Graduate,Male,Public,Yes
516,71000.0,38500.0,Self-employed,41.0,Single,1.0,621.0,4.0,0.354,180000.0,140000.0,320000.0,36.0,Personal,Rural,Graduate,Male,Private,No
517,91000.0,15000.0,Salaried,56.0,Married,0.0,795.0,5.0,0.464,115000.0,1570000.0,1155000.0,300.0,Home,Urban,Graduate,Male,Government,Yes
518,33000.0,9000.0,Contract,55.0,Married,3.0,671.0,4.0,0.403,140000.0,355000.0,380000.0,72.0,Car,Urban,Graduate,Male,Private,Yes
519,108000.0,11000.0,Self-employed,42.0,Married,3.0,660.0,2.0,0.179,480000.0,330000.0,265000.0,84.0,Car,Urban,Not Graduate,Male,Private,Yes
520,186500.0,61500.0,Salaried,37.0,Married,2.0,506.0,2.0,0.301,1230000.0,2295000.0,2830000.0,120.0,Business,Rural,Graduate,Female,Public,No
521,26500.0,0.0,Unemployed,39.0,Married,2.0,731.0,5.0,0.972,105000.0,685000.0,855000.0,48.0,Personal,Semiurban,Graduate,Male,Private,No
522,28500.0,3000.0,Salaried,49.0,Married,0.0,697.0,1.0,0.702,35000.0,1085000.0,1605000.0,120.0,Education,Rural,Graduate,Male,Other,No
523,150000.0,57500.0,Self-employed,49.0,Married,2.0,696.0,1.0,0.101,50000.0,465000.0,500000.0,84.0,Car,Rural,Not Graduate,Female,Private,Yes
524,47500.0,10500.0,Salaried,44.0,Married,0.0,664.0,5.0,1.249,440000.0,6030000.0,4680000.0,120.0,Business,Semiurban,Not Graduate,Male,Private,No
525,157500.0,42000.0,Self-employed,44.0,Single,0.0,653.0,3.0,0.372,850000.0,1795000.0,1760000.0,60.0,Education,Urban,Not Graduate,Male,Public,Yes
526,39500.0,7500.0,Salaried,65.0,Married,3.0,666.0,2.0,0.767,85000.0,5495000.0,3520000.0,360.0,Home,Urban,Not Graduate,Male,Private,No
527,164000.0,30500.0,Salaried,32.0,Married,2.0,720.0,0.0,0.138,1695000.0,5360000.0,3065000.0,360.0,Home,Rural,Graduate,Male,Private,Yes
528,60500.0,7500.0,Salaried,28.0,Married,0.0,732.0,2.0,0.385,360000.0,855000.0,970000.0,60.0,Business,Urban,Graduate,Male,Private,Yes
529,67000.0,4500.0,Unemployed,56.0,Married,0.0,675.0,4.0,0.678,720000.0,1275000.0,1020000.0,48.0,Car,Rural,Graduate,Female,Private,No
530,178000.0,56500.0,Salaried,63.0,Single,4.0,752.0,2.0,0.269,1995000.0,3515000.0,3645000.0,120.0,Education,Rural,Graduate,Male,Government,Yes
531,42000.0,10000.0,Self-employed,48.0,Single,0.0,685.0,1.0,0.665,55000.0,2085000.0,2485000.0,120.0,Education,Semiurban,Not Graduate,Female,Private,No
532,27000.0,8000.0,Salaried,39.0,Married,0.0,657.0,2.0,0.496,305000.0,915000.0,760000.0,72.0,Car,Semiurban,Not Graduate,Female,Public,No
533,39500.0,19500.0,Contract,36.0,Married,0.0,703.0,4.0,0.657,0.0,1235000.0,1540000.0,60.0,Education,Rural,Graduate,Male,Other,No
534,77000.0,4000.0,Salaried,42.0,Married,0.0,602.0,4.0,0.414,0.0,605000.0,630000.0,84.0,Business,Semiurban,Graduate,Female,Public,No
535,17000.0,6500.0,Salaried,23.0,Single,1.0,705.0,1.0,1.5,190000.0,3630000.0,3600000.0,180.0,Business,Semiurban,Graduate,Male,Government,No
536,88500.0,20000.0,Unemployed,44.0,Single,4.0,590.0,2.0,0.204,820000.0,110000.0,235000.0,36.0,Personal,Semiurban,Graduate,Male,Other,No
537,36500.0,7500.0,Salaried,33.0,Single,1.0,623.0,1.0,1.36,0.0,9220000.0,6295000.0,300.0,Home,Semiurban,Graduate,Female,Government,No
538,130000.0,52000.0,Salaried,32.0,Married,1.0,559.0,2.0,0.831,1015000.0,16870000.0,15000000.0,300.0,Home,Urban,Graduate,Male,Government,No
539,15000.0,7500.0,Contract,46.0,Single,2.0,679.0,1.0,0.404,200000.0,245000.0,300000.0,48.0,Personal,Rural,Graduate,Female,Private,Yes
540,30500.0,500.0,Salaried,64.0,Single,1.0,795.0,2.0,1.5,80000.0,5760000.0,10365000.0,120.0,Education,Semiurban,Graduate,Male,Other,No
541,15500.0,0.0,Salaried,30.0,Single,2.0,682.0,2.0,1.5,0.0,575000.0,1480000.0,60.0,Education,Rural,Graduate,Male,Other,No
542,29500.0,0.0,Salaried,62.0,Married,2.0,732.0,1.0,0.23,295000.0,40000.0,255000.0,60.0,Personal,Urban,Not Graduate,Male,Public,Yes
543,66000.0,8500.0,Contract,44.0,Married,2.0,843.0,1.0,0.251,590000.0,1880000.0,1780000.0,300.0,Home,Rural,Graduate,Male,Private,Yes
544,48000.0,21000.0,Contract,64.0,Married,2.0,716.0,0.0,1.5,170000.0,2960000.0,4200000.0,48.0,Personal,Semiurban,Graduate,Male,Government,No
545,45500.0,8500.0,Self-employed,38.0,Married,2.0,640.0,0.0,0.296,210000.0,605000.0,1485000.0,180.0,Education,Semiurban,Graduate,Male,Government,No
546,49000.0,0.0,Self-employed,65.0,Single,2.0,649.0,3.0,0.431,190000.0,450000.0,625000.0,48.0,Car,Urban,Not Graduate,Male,Private,No
547,64000.0,3500.0,Salaried,50.0,Married,2.0,690.0,1.0,0.47,360000.0,3325000.0,2945000.0,360.0,Home,Rural,Graduate,Male,Private,No
548,26000.0,7500.0,Salaried,51.0,Married,0.0,649.0,0.0,0.708,155000.0,295000.0,735000.0,36.0,Personal,Semiurban,Not Graduate,Female,Government,No
549,93500.0,21000.0,Salaried,46.0,Single,2.0,654.0,5.0,0.259,495000.0,130000.0,495000.0,84.0,Personal,Semiurban,Graduate,Male,Private,No
550,90500.0,3000.0,Salaried,41.0,Married,2.0,754.0,1.0,0.427,750000.0,215000.0,685000.0,24.0,Personal,Urban,Graduate,Male,Private,Yes
551,73500.0,1500.0,Salaried,44.0,Single,1.0,757.0,4.0,1.109,360000.0,3205000.0,4135000.0,120.0,Education,Urban,Graduate,Female,Private,No
552,83500.0,22000.0,Self-employed,59.0,Single,3.0,583.0,2.0,0.169,585000.0,750000.0,615000.0,84.0,Business,Urban,Not Graduate,Female,Private,Yes
553,68500.0,0.0,Salaried,56.0,Single,1.0,637.0,3.0,1.005,450000.0,10650000.0,6055000.0,240.0,Home,Urban,Not Graduate,Female,Private,No
554,253000.0,119000.0,Salaried,22.0,Single,0.0,660.0,2.0,0.212,1410000.0,3020000.0,3290000.0,180.0,Home,Semiurban,Not Graduate,Female,Private,No
555,51500.0,21500.0,Salaried,52.0,Married,3.0,729.0,1.0,0.211,260000.0,110000.0,320000.0,36.0,Personal,Semiurban,Not Graduate,Male,Private,Yes
556,43500.0,12000.0,Salaried,58.0,Married,0.0,764.0,3.0,1.5,110000.0,7635000.0,8705000.0,180.0,Home,Semiurban,Graduate,Male,Private,No
557,31500.0,10000.0,Salaried,54.0,Single,1.0,850.0,3.0,0.289,250000.0,90000.0,135000.0,24.0,Personal,Semiurban,Graduate,Female,Government,Yes
558,25500.0,4000.0,Salaried,43.0,Married,1.0,660.0,1.0,0.207,75000.0,385000.0,470000.0,360.0,Home,Semiurban,Graduate,Male,Other,Yes
559,21500.0,11000.0,Salaried,36.0,Married,3.0,663.0,3.0,1.352,5000.0,4260000.0,4235000.0,300.0,Home,Urban,Graduate,Female,Private,No
560,28000.0,6000.0,Salaried,51.0,Single,1.0,728.0,2.0,0.622,170000.0,580000.0,895000.0,60.0,Education,Rural,Graduate,Male,Private,No
561,52000.0,27500.0,Self-employed,50.0,Married,2.0,646.0,4.0,0.281,580000.0,1285000.0,1110000.0,360.0,Home,Semiurban,Not Graduate,Female,Private,Yes
562,70500.0,36000.0,Contract,37.0,Married,2.0,681.0,3.0,0.21,200000.0,155000.0,255000.0,120.0,Education,Semiurban,Not Graduate,Female,Private,Yes
563,57000.0,2000.0,Self-employed,39.0,Married,2.0,663.0,0.0,1.5,115000.0,21605000.0,15000000.0,240.0,Home,Rural,Not Graduate,Male,Government,No
564,31000.0,11000.0,Self-employed,37.0,Married,4.0,520.0,4.0,1.243,250000.0,8505000.0,5190000.0,300.0,Home,Semiurban,Graduate,Male,Private,No
565,108000.0,31500.0,Contract,23.0,Single,3.0,698.0,5.0,0.553,240000.0,4245000.0,3560000.0,300.0,Home,Semiurban,Not Graduate,Female,Other,No
566,96000.0,35500.0,Salaried,22.0,Married,1.0,678.0,3.0,1.205,1120000.0,16185000.0,15000000.0,300.0,Home,Semiurban,Not Graduate,Female,Private,No
567,49000.0,1500.0,Self-employed,24.0,Married,4.0,773.0,0.0,0.46,520000.0,745000.0,1255000.0,72.0,Personal,Rural,Not Graduate,Female,Private,Yes
568,33500.0,9500.0,Salaried,40.0,Married,1.0,690.0,3.0,1.393,0.0,315000.0,4120000.0,120.0,Education,Rural,Graduate,Female,Public,No
569,83000.0,9000.0,Salaried,43.0,Single,0.0,608.0,2.0,0.155,415000.0,260000.0,585000.0,240.0,Business,Urban,Graduate,Male,Private,Yes
570,63500.0,13500.0,Salaried,39.0,Married,0.0,673.0,1.0,0.224,130000.0,1560000.0,1245000.0,360.0,Home,Semiurban,Not Graduate,Male,Private,No
571,18500.0,0.0,Salaried,63.0,Married,2.0,554.0,4.0,1.5,175000.0,6020000.0,5915000.0,360.0,Home,Rural,Not Graduate,Male,Private,No
572,52500.0,11000.0,Self-employed,31.0,Single,0.0,611.0,2.0,0.858,20000.0,4020000.0,4980000.0,300.0,Home,Rural,Graduate,Female,Government,No
573,67000.0,21000.0,Salaried,38.0,Married,2.0,731.0,4.0,0.613,815000.0,2035000.0,2720000.0,120.0,Education,Urban,Graduate,Female,Private,Yes
574,28000.0,1500.0,Self-employed,32.0,Single,1.0,674.0,3.0,0.521,300000.0,1415000.0,875000.0,360.0,Home,Semiurban,Graduate,Male,Other,No
575,63500.0,7500.0,Contract,34.0,Married,1.0,750.0,1.0,0.875,865000.0,6035000.0,6365000.0,360.0,Home,Semiurban,Graduate,Female,Private,No
576,18500.0,1500.0,Salaried,47.0,Married,0.0,562.0,5.0,1.5,45000.0,4700000.0,4605000.0,60.0,Business,Urban,Not Graduate,Male,Public,No
577,150000.0,54500.0,Salaried,34.0,Married,3.0,674.0,2.0,0.587,655000.0,6495000.0,4380000.0,60.0,Business,Semiurban,Graduate,Female,Government,No
578,140000.0,28500.0,Salaried,35.0,Single,1.0,659.0,2.0,0.202,1425000.0,595000.0,690000.0,48.0,Car,Semiurban,Graduate,Male,Public,Yes
579,45500.0,9500.0,Salaried,51.0,Married,0.0,752.0,1.0,0.995,315000.0,8330000.0,5440000.0,240.0,Home,Urban,Graduate,Male,Private,No
580,72000.0,6000.0,Unemployed,58.0,Married,1.0,734.0,0.0,0.059,265000.0,45000.0,250000.0,72.0,Personal,Urban,Graduate,Male,Private,Yes
581,15000.0,5000.0,Self-employed,30.0,Married,1.0,732.0,3.0,1.368,0.0,4730000.0,2730000.0,360.0,Home,Rural,Graduate,Female,Private,No
582,23000.0,3000.0,Self-employed,26.0,Married,2.0,790.0,2.0,0.66,30000.0,320000.0,455000.0,36.0,Car,Rural,Graduate,Female,Private,Yes
583,44000.0,0.0,Salaried,31.0,Single,1.0,666.0,4.0,0.447,480000.0,175000.0,545000.0,84.0,Education,Rural,Graduate,Male,Government,No
584,24500.0,5000.0,Self-employed,46.0,Single,0.0,777.0,5.0,1.08,275000.0,5065000.0,2850000.0,240.0,Home,Rural,Not Graduate,Male,Government,No
585,94000.0,30500.0,Self-employed,64.0,Married,3.0,622.0,3.0,0.288,540000.0,1285000.0,1130000.0,180.0,Business,Rural,Not Graduate,Male,Public,No
586,246000.0,50000.0,Salaried,28.0,Married,1.0,620.0,1.0,0.047,1330000.0,60000.0,255000.0,72.0,Personal,Semiurban,Not Graduate,Male,Government,No
587,23000.0,14000.0,Salaried,22.0,Married,0.0,739.0,3.0,0.304,90000.0,310000.0,355000.0,60.0,Education,Urban,Graduate,Male,Government,Yes
588,29500.0,13000.0,Salaried,44.0,Single,2.0,592.0,0.0,1.5,240000.0,25000000.0,15000000.0,240.0,Home,Rural,Not Graduate,Male,Other,No
589,65500.0,33500.0,Salaried,65.0,Married,2.0,727.0,3.0,0.187,890000.0,170000.0,320000.0,84.0,Personal,Semiurban,Graduate,Female,Private,No
590,184000.0,86500.0,Contract,45.0,Married,2.0,697.0,2.0,0.282,925000.0,4430000.0,4635000.0,300.0,Home,Urban,Graduate,Female,Private,No
591,22000.0,7000.0,Self-employed,62.0,Single,1.0,760.0,4.0,0.413,245000.0,245000.0,285000.0,72.0,Car,Rural,Graduate,Male,Public,Yes
592,66500.0,4500.0,Salaried,49.0,Single,1.0,686.0,1.0,1.5,775000.0,19350000.0,11100000.0,240.0,Home,Urban,Graduate,Female,Private,No
593,215500.0,14000.0,Contract,22.0,Married,1.0,694.0,1.0,0.218,1880000.0,3880000.0,4035000.0,240.0,Home,Rural,Graduate,Male,Government,Yes
594,16000.0,0.0,Salaried,40.0,Married,0.0,723.0,5.0,0.774,110000.0,240000.0,700000.0,120.0,Education,Semiurban,Not Graduate,Female,Private,No
595,21000.0,16000.0,Salaried,55.0,Single,1.0,647.0,2.0,0.686,55000.0,535000.0,680000.0,36.0,Car,Urban,Not Graduate,Male,Private,No
596,40000.0,6500.0,Contract,43.0,Single,4.0,644.0,4.0,0.772,225000.0,1210000.0,1585000.0,72.0,Car,Rural,Graduate,Male,Private,No
597,37000.0,2000.0,Contract,29.0,Married,2.0,721.0,4.0,0.397,235000.0,130000.0,130000.0,72.0,Car,Semiurban,Graduate,Female,Private,Yes
598,101000.0,10500.0,Self-employed,29.0,Married,1.0,688.0,2.0,0.293,75000.0,490000.0,525000.0,48.0,Car,Semiurban,Not Graduate,Male,Other,No
599,66000.0,7500.0,Salaried,50.0,Married,0.0,664.0,2.0,0.331,615000.0,610000.0,835000.0,60.0,Car,Semiurban,Graduate,Female,Government,Yes
600,15000.0,7500.0,Unemployed,41.0,Married,2.0,685.0,2.0,0.477,270000.0,70000.0,445000.0,72.0,Personal,Urban,Graduate,Female,Government,No
601,81000.0,13000.0,Self-employed,46.0,Married,0.0,794.0,3.0,1.5,740000.0,12565000.0,15000000.0,360.0,Home,Urban,Not Graduate,Female,Private,No
602,35500.0,6500.0,Self-employed,37.0,Single,0.0,661.0,5.0,0.439,0.0,10000.0,370000.0,48.0,Personal,Urban,Graduate,Male,Private,No
603,143000.0,80500.0,Salaried,36.0,Married,0.0,659.0,1.0,0.357,820000.0,7945000.0,8120000.0,360.0,Home,Urban,Not Graduate,Male,Public,No
604,34500.0,16000.0,Salaried,50.0,Married,2.0,579.0,3.0,1.5,195000.0,2090000.0,2555000.0,36.0,Personal,Urban,Graduate,Male,Government,No
605,34000.0,0.0,Contract,21.0,Single,2.0,687.0,1.0,0.598,425000.0,15000.0,915000.0,72.0,Personal,Semiurban,Not Graduate,Male,Government,No
606,82500.0,7500.0,Contract,40.0,Married,0.0,733.0,2.0,0.293,885000.0,2180000.0,1975000.0,300.0,Home,Urban,Graduate,Female,Private,Yes
607,97500.0,26000.0,Self-employed,37.0,Married,0.0,744.0,3.0,0.25,1210000.0,225000.0,360000.0,60.0,Education,Semiurban,Not Graduate,Male,Other,Yes
608,77000.0,35500.0,Salaried,56.0,Single,2.0,697.0,4.0,0.387,555000.0,1675000.0,1460000.0,72.0,Car,Urban,Graduate,Male,Government,Yes
609,15500.0,2000.0,Self-employed,53.0,Married,2.0,752.0,2.0,1.5,10000.0,1640000.0,2200000.0,60.0,Personal,Urban,Not Graduate,Male,Public,No
610,82500.0,5000.0,Salaried,40.0,Single,2.0,738.0,1.0,0.441,670000.0,4500000.0,3025000.0,180.0,Business,Rural,Not Graduate,Female,Private,No
611,25500.0,8000.0,Salaried,32.0,Married,0.0,762.0,1.0,1.5,80000.0,10740000.0,9985000.0,240.0,Home,Rural,Graduate,Female,Government,No
612,65500.0,4000.0,Salaried,31.0,Married,2.0,754.0,0.0,1.5,305000.0,12000000.0,15000000.0,360.0,Home,Rural,Graduate,Male,Private,No
613,19000.0,8000.0,Salaried,30.0,Single,3.0,792.0,1.0,1.5,40000.0,5975000.0,7130000.0,360.0,Home,Urban,Graduate,Male,Private,No
614,77000.0,22500.0,Self-employed,33.0,Married,2.0,679.0,4.0,0.163,0.0,20000.0,185000.0,48.0,Personal,Semiurban,Graduate,Female,Private,No
615,30000.0,3000.0,Salaried,55.0,Married,0.0,604.0,1.0,1.131,65000.0,6490000.0,3655000.0,240.0,Home,Urban,Graduate,Male,Private,No
616,21000.0,3000.0,Salaried,23.0,Married,2.0,733.0,1.0,1.5,455000.0,6795000.0,6615000.0,180.0,Business,Semiurban,Graduate,Female,Private,No
617,94000.0,3000.0,Contract,22.0,Single,1.0,741.0,3.0,0.519,730000.0,4535000.0,2835000.0,300.0,Home,Rural,Graduate,Female,Private,Yes
618,66000.0,17000.0,Self-employed,45.0,Married,0.0,792.0,1.0,0.62,645000.0,2100000.0,1940000.0,48.0,Personal,Urban,Not Graduate,Female,Public,Yes
619,34500.0,0.0,Salaried,31.0,Single,1.0,773.0,1.0,0.295,160000.0,435000.0,470000.0,72.0,Personal,Rural,Graduate,Male,Other,Yes
620,163500.0,20500.0,Salaried,58.0,Single,3.0,816.0,4.0,0.57,1445000.0,5615000.0,4650000.0,180.0,Home,Semiurban,Graduate,Female,Private,Yes
621,39500.0,0.0,Self-employed,54.0,Married,1.0,730.0,0.0,0.335,265000.0,875000.0,715000.0,72.0,Car,Urban,Graduate,Female,Private,No
622,56500.0,7000.0,Salaried,55.0,Married,3.0,705.0,1.0,0.404,85000.0,960000.0,1000000.0,60.0,Car,Urban,Graduate,Male,Other,No
623,67500.0,19500.0,Salaried,41.0,Married,1.0,600.0,2.0,0.444,240000.0,150000.0,1185000.0,60.0,Education,Rural,Graduate,Female,Government,No
624,34500.0,5000.0,Salaried,40.0,Single,1.0,710.0,1.0,0.187,115000.0,325000.0,315000.0,84.0,Car,Semiurban,Not Graduate,Male,Public,Yes
625,78500.0,22000.0,Salaried,40.0,Married,0.0,654.0,1.0,0.123,750000.0,335000.0,335000.0,60.0,Personal,Urban,Graduate,Female,Private,Yes
626,37000.0,1000.0,Self-employed,29.0,Single,2.0,704.0,1.0,0.236,550000.0,140000.0,165000.0,36.0,Personal,Urban,Graduate,Female,Public,Yes
627,40500.0,8500.0,Salaried,46.0,Married,0.0,694.0,1.0,0.302,190000.0,650000.0,690000.0,84.0,Car,Rural,Graduate,Male,Private,No
628,153000.0,79500.0,Salaried,59.0,Married,1.0,721.0,4.0,0.133,1065000.0,230000.0,245000.0,84.0,Personal,Urban,Graduate,Male,Private,Yes
629,25000.0,0.0,Salaried,32.0,Single,0.0,684.0,2.0,1.095,145000.0,635000.0,1245000.0,72.0,Personal,Rural,Not Graduate,Male,Private,No
630,15000.0,500.0,Salaried,23.0,Married,1.0,751.0,1.0,1.5,0.0,12405000.0,8355000.0,180.0,Home,Semiurban,Graduate,Male,Government,Yes
631,184000.0,89000.0,Salaried,46.0,Married,1.0,513.0,1.0,0.178,1475000.0,1165000.0,1295000.0,48.0,Car,Urban,Graduate,Female,Private,No
632,372000.0,120000.0,Contract,38.0,Single,0.0,702.0,5.0,0.293,3390000.0,1185000.0,1190000.0,360.0,Home,Urban,Graduate,Male,Other,Yes
633,40500.0,15500.0,Salaried,56.0,Single,1.0,768.0,0.0,0.283,295000.0,1220000.0,1640000.0,240.0,Business,Rural,Graduate,Female,Private,Yes
634,15000.0,14000.0,Salaried,59.0,Married,4.0,812.0,4.0,0.551,0.0,1870000.0,1115000.0,240.0,Home,Semiurban,Graduate,Male,Government,Yes
635,43500.0,0.0,Salaried,63.0,Married,0.0,738.0,1.0,0.287,515000.0,480000.0,440000.0,48.0,Personal,Urban,Graduate,Female,Private,Yes
636,44500.0,16000.0,Self-employed,38.0,Married,1.0,800.0,5.0,1.417,30000.0,6460000.0,6070000.0,180.0,Home,Urban,Not Graduate,Female,Private,No
637,47500.0,4500.0,Salaried,61.0,Single,1.0,701.0,1.0,1.5,15000.0,7855000.0,8135000.0,300.0,Home,Rural,Graduate,Female,Private,No
638,24000.0,500.0,Unemployed,26.0,Married,1.0,690.0,0.0,1.5,0.0,4555000.0,5230000.0,300.0,Home,Semiurban,Graduate,Female,Government,No
639,85000.0,26000.0,Self-employed,37.0,Single,2.0,724.0,2.0,0.643,120000.0,2350000.0,2040000.0,36.0,Car,Semiurban,Not Graduate,Female,Public,Yes
640,81500.0,10000.0,Salaried,32.0,Single,0.0,690.0,1.0,0.488,275000.0,5795000.0,4365000.0,300.0,Home,Urban,Graduate,Female,Public,No
641,18000.0,2000.0,Self-employed,62.0,Single,1.0,639.0,3.0,1.417,0.0,3890000.0,2870000.0,300.0,Home,Semiurban,Graduate,Female,Private,No
642,93000.0,31500.0,Salaried,48.0,Married,2.0,657.0,2.0,0.621,780000.0,6215000.0,7355000.0,300.0,Home,Rural,Not Graduate,Male,Public,No
643,256500.0,59000.0,Unemployed,37.0,Married,1.0,618.0,3.0,0.345,1045000.0,6665000.0,7565000.0,360.0,Home,Urban,Not Graduate,Male,Private,No
644,62500.0,37500.0,Unemployed,27.0,Married,4.0,724.0,1.0,0.278,75000.0,1540000.0,1095000.0,60.0,Business,Rural,Not Graduate,Male,Private,Yes
645,42500.0,1500.0,Salaried,56.0,Married,4.0,691.0,3.0,0.915,395000.0,445000.0,705000.0,24.0,Personal,Rural,Not Graduate,Female,Other,No
646,49500.0,0.0,Self-employed,50.0,Married,0.0,667.0,1.0,0.308,480000.0,190000.0,790000.0,120.0,Education,Urban,Graduate,Female,Public,Yes
647,87000.0,21500.0,Salaried,59.0,Single,1.0,653.0,5.0,0.217,100000.0,20000.0,80000.0,48.0,Personal,Rural,Not Graduate,Male,Private,Yes
648,15000.0,2000.0,Salaried,40.0,Married,0.0,723.0,3.0,1.5,5000.0,195000.0,745000.0,36.0,Personal,Semiurban,Graduate,Female,Private,No
649,62000.0,11500.0,Self-employed,27.0,Married,0.0,741.0,2.0,0.185,165000.0,25000.0,355000.0,180.0,Education,Semiurban,Graduate,Male,Private,No
650,41000.0,10000.0,Contract,36.0,Married,1.0,617.0,4.0,1.034,695000.0,3930000.0,4625000.0,240.0,Home,Urban,Not Graduate,Female,Private,No
651,220000.0,20000.0,Salaried,48.0,Single,2.0,606.0,2.0,0.177,1100000.0,500000.0,420000.0,84.0,Business,Rural,Not Graduate,Male,Private,No
652,48500.0,25500.0,Self-employed,31.0,Married,1.0,752.0,2.0,0.169,260000.0,75000.0,260000.0,72.0,Personal,Semiurban,Not Graduate,Male,Government,Yes
653,192000.0,50000.0,Self-employed,24.0,Single,0.0,601.0,1.0,0.089,1630000.0,145000.0,340000.0,72.0,Personal,Rural,Graduate,Female,Other,Yes
654,24000.0,0.0,Salaried,58.0,Single,0.0,726.0,3.0,1.5,375000.0,5585000.0,5635000.0,120.0,Business,Urban,Not Graduate,Male,Private,No
655,85500.0,4000.0,Self-employed,44.0,Married,4.0,795.0,1.0,0.412,285000.0,2490000.0,2225000.0,120.0,Home,Urban,Graduate,Female,Government,Yes
656,70000.0,27500.0,Self-employed,38.0,Single,3.0,795.0,0.0,0.111,380000.0,600000.0,650000.0,84.0,Business,Rural,Not Graduate,Female,Public,Yes
657,28500.0,7000.0,Self-employed,45.0,Married,0.0,738.0,3.0,1.272,190000.0,3440000.0,2545000.0,84.0,Business,Semiurban,Graduate,Female,Private,No
658,63000.0,5000.0,Unemployed,54.0,Married,2.0,736.0,0.0,0.389,175000.0,3040000.0,2910000.0,300.0,Home,Urban,Graduate,Male,Private,No
659,136500.0,10500.0,Salaried,21.0,Married,1.0,836.0,3.0,0.39,565000.0,890000.0,1020000.0,60.0,Personal,Rural,Not Graduate,Male,Private,Yes
660,43000.0,4500.0,Salaried,40.0,Married,2.0,538.0,0.0,0.156,465000.0,130000.0,445000.0,84.0,Education,Urban,Graduate,Male,Public,No
661,15500.0,10500.0,Salaried,32.0,Single,2.0,660.0,2.0,1.5,0.0,4130000.0,4185000.0,300.0,Home,Rural,Graduate,Male,Other,Yes
662,54500.0,15500.0,Salaried,25.0,Single,3.0,745.0,4.0,1.423,445000.0,3330000.0,4480000.0,72.0,Car,Rural,Not Graduate,Male,Private,No
663,28000.0,3000.0,Salaried,22.0,Married,0.0,668.0,0.0,0.889,320000.0,4235000.0,2855000.0,240.0,Home,Urban,Graduate,Male,Private,No
664,42500.0,18000.0,Contract,40.0,Single,1.0,771.0,2.0,0.736,300000.0,4970000.0,4100000.0,240.0,Home,Semiurban,Graduate,Female,Public,Yes
665,51500.0,3000.0,Salaried,45.0,Married,4.0,687.0,2.0,0.199,270000.0,95000.0,110000.0,72.0,Personal,Rural,Graduate,Female,Other,Yes
666,15500.0,4000.0,Self-employed,43.0,Married,0.0,699.0,4.0,0.962,60000.0,400000.0,515000.0,36.0,Car,Rural,Graduate,Female,Government,No
